observedAt,linkId,platform,handle,canonicalUrl,audienceKind,audienceCount,audienceCountRaw,source
2026-04-21T10:56:12.124Z,live-with-the-hive-podcast,live-with-the-hive-podcast,livewiththehive,https://youtube.com/@livewiththehive?si=tQizrqZ7AVqSBimH&sub_confirmation=1,subscribers,131,131 subscribers,manual
2026-04-22T10:54:02.429Z,live-with-the-hive-podcast,live-with-the-hive-podcast,livewiththehive,https://youtube.com/@livewiththehive?si=tQizrqZ7AVqSBimH&sub_confirmation=1,subscribers,131,131 subscribers,manual
2026-04-23T10:59:07.961Z,live-with-the-hive-podcast,live-with-the-hive-podcast,livewiththehive,https://youtube.com/@livewiththehive?si=tQizrqZ7AVqSBimH&sub_confirmation=1,subscribers,131,131 subscribers,manual
2026-04-24T10:57:27.747Z,live-with-the-hive-podcast,live-with-the-hive-podcast,livewiththehive,https://youtube.com/@livewiththehive?si=tQizrqZ7AVqSBimH&sub_confirmation=1,subscribers,131,131 subscribers,manual
2026-04-25T09:40:08.647Z,live-with-the-hive-podcast,live-with-the-hive-podcast,livewiththehive,https://youtube.com/@livewiththehive?si=tQizrqZ7AVqSBimH&sub_confirmation=1,subscribers,131,131 subscribers,manual
2026-04-26T10:07:29.252Z,live-with-the-hive-podcast,live-with-the-hive-podcast,livewiththehive,https://youtube.com/@livewiththehive?si=tQizrqZ7AVqSBimH&sub_confirmation=1,subscribers,131,131 subscribers,manual
2026-04-27T12:12:57.935Z,live-with-the-hive-podcast,live-with-the-hive-podcast,livewiththehive,https://youtube.com/@livewiththehive?si=tQizrqZ7AVqSBimH&sub_confirmation=1,subscribers,131,131 subscribers,manual
2026-05-02T08:20:00.050Z,live-with-the-hive-podcast,live-with-the-hive-podcast,livewiththehive,https://youtube.com/@livewiththehive?si=tQizrqZ7AVqSBimH&sub_confirmation=1,subscribers,131,131 subscribers,manual
2026-05-03T08:31:32.131Z,live-with-the-hive-podcast,live-with-the-hive-podcast,livewiththehive,https://youtube.com/@livewiththehive?si=tQizrqZ7AVqSBimH&sub_confirmation=1,subscribers,131,131 subscribers,manual
2026-05-04T09:13:56.096Z,live-with-the-hive-podcast,live-with-the-hive-podcast,livewiththehive,https://youtube.com/@livewiththehive?si=tQizrqZ7AVqSBimH&sub_confirmation=1,subscribers,131,131 subscribers,manual
2026-05-05T09:06:05.669Z,live-with-the-hive-podcast,live-with-the-hive-podcast,livewiththehive,https://youtube.com/@livewiththehive?si=tQizrqZ7AVqSBimH&sub_confirmation=1,subscribers,131,131 subscribers,manual
2026-05-06T09:18:09.300Z,live-with-the-hive-podcast,live-with-the-hive-podcast,livewiththehive,https://youtube.com/@livewiththehive?si=tQizrqZ7AVqSBimH&sub_confirmation=1,subscribers,131,131 subscribers,manual
2026-05-07T09:28:36.142Z,live-with-the-hive-podcast,live-with-the-hive-podcast,livewiththehive,https://youtube.com/@livewiththehive?si=tQizrqZ7AVqSBimH&sub_confirmation=1,subscribers,131,131 subscribers,manual
2026-05-08T08:20:16.883Z,live-with-the-hive-podcast,live-with-the-hive-podcast,livewiththehive,https://youtube.com/@livewiththehive?si=tQizrqZ7AVqSBimH&sub_confirmation=1,subscribers,131,131 subscribers,manual
2026-05-08T22:08:59.595Z,live-with-the-hive-podcast,live-with-the-hive-podcast,livewiththehive,https://youtube.com/@livewiththehive?si=tQizrqZ7AVqSBimH&sub_confirmation=1,subscribers,131,131 subscribers,manual
2026-05-08T22:14:03.414Z,live-with-the-hive-podcast,live-with-the-hive-podcast,livewiththehive,https://youtube.com/@livewiththehive?si=tQizrqZ7AVqSBimH&sub_confirmation=1,subscribers,131,131 subscribers,manual
2026-05-08T22:35:08.872Z,live-with-the-hive-podcast,live-with-the-hive-podcast,livewiththehive,https://youtube.com/@livewiththehive?si=tQizrqZ7AVqSBimH&sub_confirmation=1,subscribers,131,131 subscribers,manual
2026-05-08T22:38:58.806Z,live-with-the-hive-podcast,live-with-the-hive-podcast,hiveminded21,https://www.youtube.com/@HiveMinded21,subscribers,215,215 subscribers,public-cache
2026-05-09T08:25:37.410Z,live-with-the-hive-podcast,live-with-the-hive-podcast,hiveminded21,https://www.youtube.com/@HiveMinded21,subscribers,218,218 subscribers,public-cache
2026-05-10T08:51:08.974Z,live-with-the-hive-podcast,live-with-the-hive-podcast,hiveminded21,https://www.youtube.com/@HiveMinded21,subscribers,227,227 subscribers,public-cache
